ID;Date octroi;Nom;Prénom;Principal FC;Taux;Durée;Intérêt FC;Total FC;Remboursé FC;Solde FC;Échéance;Statut
310;2025-07-01;Mukendi12;Jean124;113468.0;10.0%;5 mois;4727.0;118195.0;31151.0;87044.0;2027-06-01;actif
50;2025-07-01;Mukendi12;Jean125;443823.0;10.0%;13 mois;48080.0;491903.0;5084.0;486819.0;2026-01-15;en_retard
82;2025-07-01;Mukendi12;Jean125;447988.0;10.0%;8 mois;29865.0;477853.0;142506.0;335347.0;2026-01-15;en_retard
97;2025-07-01;Mukendi12;Jean125;1152727.0;10.0%;11 mois;105666.0;1258393.0;51470.0;1206923.0;2026-01-15;en_retard
325;2025-07-01;Mukendi12;Jean126;1402640.0;10.0%;4 mois;46754.0;1449394.0;94930.0;1354464.0;2027-06-01;actif
488;2025-07-01;Mukendi12;Jean126;554389.0;10.0%;5 mois;23099.0;577488.0;6513.0;570975.0;2027-06-01;actif
56;2025-07-01;Mukendi12;Jean127;828876.0;10.0%;17 mois;117424.0;946300.0;365394.0;580906.0;2026-01-15;en_retard
230;2025-07-01;Mukendi12;Jean127;1189804.0;10.0%;3 mois;29745.0;1219549.0;517437.0;702112.0;2026-01-15;en_retard
275;2025-07-01;Mukendi12;Jean127;1889304.0;10.0%;10 mois;157442.0;2046746.0;389633.0;1657113.0;2026-01-15;en_retard
350;2025-07-01;Mukendi12;Jean127;1825876.0;10.0%;10 mois;152156.0;1978032.0;746722.0;1231310.0;2027-06-01;actif
436;2025-07-01;Mukendi12;Jean127;1297758.0;10.0%;10 mois;108146.0;1405904.0;66175.0;1339729.0;2027-06-01;actif
137;2025-07-01;Mukendi12;Jean128;1513326.0;10.0%;10 mois;126110.0;1639436.0;160639.0;1478797.0;2026-01-15;en_retard
144;2025-07-01;Mukendi12;Jean128;961193.0;10.0%;7 mois;56069.0;1017262.0;399524.0;617738.0;2026-01-15;en_retard
176;2025-07-01;Mukendi12;Jean128;628558.0;10.0%;4 mois;20951.0;649509.0;135098.0;514411.0;2026-01-15;en_retard
196;2025-07-01;Mukendi12;Jean128;1824480.0;10.0%;18 mois;273672.0;2098152.0;784249.0;1313903.0;2026-01-15;en_retard
214;2025-07-01;Mukendi12;Jean128;287338.0;10.0%;8 mois;19155.0;306493.0;143237.0;163256.0;2026-01-15;en_retard
351;2025-07-01;Mukendi12;Jean128;614659.0;10.0%;16 mois;81954.0;696613.0;286348.0;410265.0;2027-06-01;actif
87;2025-07-01;Mukendi12;Jean129;844911.0;10.0%;8 mois;56327.0;901238.0;9814.0;891424.0;2026-01-15;en_retard
280;2025-07-01;Mukendi12;Jean129;102292.0;10.0%;18 mois;15343.0;117635.0;32771.0;84864.0;2026-01-15;en_retard
486;2025-07-01;Mukendi12;Jean129;120507.0;10.0%;16 mois;16067.0;136574.0;51684.0;84890.0;2027-06-01;actif
123;2025-07-01;Mukendi13;Jean130;1216694.0;10.0%;7 mois;70973.0;1287667.0;98867.0;1188800.0;2026-01-15;en_retard
222;2025-07-01;Mukendi13;Jean130;1333609.0;10.0%;8 mois;88907.0;1422516.0;397073.0;1025443.0;2026-01-15;en_retard
333;2025-07-01;Mukendi13;Jean130;897663.0;10.0%;7 mois;52363.0;950026.0;446958.0;503068.0;2027-06-01;actif
294;2025-07-01;Mukendi13;Jean131;264696.0;10.0%;9 mois;19852.0;284548.0;142220.0;142328.0;2026-01-15;en_retard
356;2025-07-01;Mukendi13;Jean132;214069.0;10.0%;5 mois;8919.0;222988.0;32142.0;190846.0;2027-06-01;actif
18;2025-07-01;Mukendi13;Jean133;994323.0;10.0%;16 mois;132576.0;1126899.0;175445.0;951454.0;2026-01-15;en_retard
37;2025-07-01;Mukendi13;Jean133;1759975.0;10.0%;7 mois;102665.0;1862640.0;360589.0;1502051.0;2026-01-15;en_retard
267;2025-07-01;Mukendi13;Jean133;677769.0;10.0%;13 mois;73424.0;751193.0;291072.0;460121.0;2026-01-15;en_retard
288;2025-07-01;Mukendi13;Jean133;1656796.0;10.0%;12 mois;165679.0;1822475.0;23572.0;1798903.0;2026-01-15;en_retard
28;2025-07-01;Mukendi13;Jean134;1808499.0;10.0%;8 mois;120566.0;1929065.0;29959.0;1899106.0;2026-01-15;en_retard
90;2025-07-01;Mukendi13;Jean134;1482824.0;10.0%;18 mois;222423.0;1705247.0;802930.0;902317.0;2026-01-15;en_retard
147;2025-07-01;Mukendi13;Jean134;566414.0;10.0%;10 mois;47201.0;613615.0;37562.0;576053.0;2026-01-15;en_retard
221;2025-07-01;Mukendi13;Jean134;1533271.0;10.0%;15 mois;191658.0;1724929.0;762182.0;962747.0;2026-01-15;en_retard
246;2025-07-01;Mukendi13;Jean134;917713.0;10.0%;9 mois;68828.0;986541.0;364815.0;621726.0;2026-01-15;en_retard
250;2025-07-01;Mukendi13;Jean134;1256161.0;10.0%;14 mois;146552.0;1402713.0;136014.0;1266699.0;2026-01-15;en_retard
277;2025-07-01;Mukendi13;Jean134;684007.0;10.0%;8 mois;45600.0;729607.0;58841.0;670766.0;2026-01-15;en_retard
355;2025-07-01;Mukendi13;Jean134;1852188.0;10.0%;11 mois;169783.0;2021971.0;487521.0;1534450.0;2027-06-01;actif
381;2025-07-01;Mukendi13;Jean135;1875104.0;10.0%;16 mois;250013.0;2125117.0;24878.0;2100239.0;2027-06-01;actif
33;2025-07-01;Mukendi13;Jean136;699406.0;10.0%;14 mois;81597.0;781003.0;252524.0;528479.0;2026-01-15;en_retard
304;2025-07-01;Mukendi13;Jean136;214722.0;10.0%;17 mois;30418.0;245140.0;74421.0;170719.0;2027-06-01;actif
315;2025-07-01;Mukendi13;Jean136;1016734.0;10.0%;15 mois;127091.0;1143825.0;433525.0;710300.0;2027-06-01;actif
329;2025-07-01;Mukendi13;Jean136;661326.0;10.0%;15 mois;82665.0;743991.0;322737.0;421254.0;2027-06-01;actif
384;2025-07-01;Mukendi13;Jean136;1386775.0;10.0%;14 mois;161790.0;1548565.0;452760.0;1095805.0;2027-06-01;actif
425;2025-07-01;Mukendi13;Jean136;1799549.0;10.0%;17 mois;254936.0;2054485.0;1013526.0;1040959.0;2027-06-01;actif
265;2025-07-01;Mukendi13;Jean137;1928898.0;10.0%;13 mois;208963.0;2137861.0;969870.0;1167991.0;2026-01-15;en_retard
268;2025-07-01;Mukendi13;Jean137;89255.0;10.0%;9 mois;6694.0;95949.0;37840.0;58109.0;2026-01-15;en_retard
463;2025-07-01;Mukendi13;Jean137;418863.0;10.0%;8 mois;27924.0;446787.0;205912.0;240875.0;2027-06-01;actif
34;2025-07-01;Mukendi13;Jean138;526322.0;10.0%;5 mois;21930.0;548252.0;231662.0;316590.0;2026-01-15;en_retard
86;2025-07-01;Mukendi13;Jean138;819891.0;10.0%;17 mois;116151.0;936042.0;377.0;935665.0;2026-01-15;en_retard
183;2025-07-01;Mukendi13;Jean138;326346.0;10.0%;9 mois;24475.0;350821.0;171041.0;179780.0;2026-01-15;en_retard
358;2025-07-01;Mukendi13;Jean138;1723733.0;10.0%;12 mois;172373.0;1896106.0;642818.0;1253288.0;2027-06-01;actif
456;2025-07-01;Mukendi13;Jean138;1114390.0;10.0%;10 mois;92865.0;1207255.0;486765.0;720490.0;2027-06-01;actif
498;2025-07-01;Mukendi13;Jean138;1256343.0;10.0%;9 mois;94225.0;1350568.0;84891.0;1265677.0;2027-06-01;actif
59;2025-07-01;Mukendi13;Jean139;1035969.0;10.0%;8 mois;69064.0;1105033.0;201528.0;903505.0;2026-01-15;en_retard
161;2025-07-01;Mukendi13;Jean139;1147368.0;10.0%;11 mois;105175.0;1252543.0;575458.0;677085.0;2026-01-15;en_retard
41;2025-07-01;Mukendi14;Jean140;833588.0;10.0%;9 mois;62519.0;896107.0;215868.0;680239.0;2026-01-15;en_retard
66;2025-07-01;Mukendi14;Jean140;1142461.0;10.0%;6 mois;57123.0;1199584.0;265617.0;933967.0;2026-01-15;en_retard
117;2025-07-01;Mukendi14;Jean140;1992270.0;10.0%;11 mois;182624.0;2174894.0;754992.0;1419902.0;2026-01-15;en_retard
223;2025-07-01;Mukendi14;Jean140;848190.0;10.0%;4 mois;28273.0;876463.0;402789.0;473674.0;2026-01-15;en_retard
244;2025-07-01;Mukendi14;Jean140;186159.0;10.0%;12 mois;18615.0;204774.0;61710.0;143064.0;2026-01-15;en_retard
259;2025-07-01;Mukendi14;Jean140;729317.0;10.0%;3 mois;18232.0;747549.0;59683.0;687866.0;2026-01-15;en_retard
389;2025-07-01;Mukendi14;Jean140;72183.0;10.0%;3 mois;1804.0;73987.0;4453.0;69534.0;2027-06-01;actif
84;2025-07-01;Mukendi14;Jean141;386264.0;10.0%;5 mois;16094.0;402358.0;139234.0;263124.0;2026-01-15;en_retard
91;2025-07-01;Mukendi14;Jean141;373237.0;10.0%;12 mois;37323.0;410560.0;84567.0;325993.0;2026-01-15;en_retard
101;2025-07-01;Mukendi14;Jean142;1609185.0;10.0%;16 mois;214558.0;1823743.0;861957.0;961786.0;2026-01-15;en_retard
108;2025-07-01;Mukendi14;Jean142;920705.0;10.0%;6 mois;46035.0;966740.0;401753.0;564987.0;2026-01-15;en_retard
209;2025-07-01;Mukendi14;Jean142;862432.0;10.0%;4 mois;28747.0;891179.0;99536.0;791643.0;2026-01-15;en_retard
341;2025-07-01;Mukendi14;Jean142;856554.0;10.0%;14 mois;99931.0;956485.0;440382.0;516103.0;2027-06-01;actif
42;2025-07-01;Mukendi14;Jean143;966678.0;10.0%;15 mois;120834.0;1087512.0;262035.0;825477.0;2026-01-15;en_retard
251;2025-07-01;Mukendi14;Jean144;1091019.0;10.0%;18 mois;163652.0;1254671.0;516428.0;738243.0;2026-01-15;en_retard
261;2025-07-01;Mukendi14;Jean145;1341831.0;10.0%;3 mois;33545.0;1375376.0;184160.0;1191216.0;2026-01-15;en_retard
319;2025-07-01;Mukendi14;Jean145;1701143.0;10.0%;13 mois;184290.0;1885433.0;570977.0;1314456.0;2027-06-01;actif
353;2025-07-01;Mukendi14;Jean145;1063486.0;10.0%;14 mois;124073.0;1187559.0;118661.0;1068898.0;2027-06-01;actif
142;2025-07-01;Mukendi14;Jean146;1613038.0;10.0%;4 mois;53767.0;1666805.0;574779.0;1092026.0;2026-01-15;en_retard
206;2025-07-01;Mukendi14;Jean146;1295301.0;10.0%;4 mois;43176.0;1338477.0;545940.0;792537.0;2026-01-15;en_retard
240;2025-07-01;Mukendi14;Jean146;1701103.0;10.0%;8 mois;113406.0;1814509.0;477456.0;1337053.0;2026-01-15;en_retard
248;2025-07-01;Mukendi14;Jean146;1580351.0;10.0%;5 mois;65847.0;1646198.0;507157.0;1139041.0;2026-01-15;en_retard
321;2025-07-01;Mukendi14;Jean146;1804788.0;10.0%;18 mois;270718.0;2075506.0;119876.0;1955630.0;2027-06-01;actif
408;2025-07-01;Mukendi14;Jean146;1575772.0;10.0%;11 mois;144445.0;1720217.0;814992.0;905225.0;2027-06-01;actif
109;2025-07-01;Mukendi14;Jean147;800703.0;10.0%;17 mois;113432.0;914135.0;368338.0;545797.0;2026-01-15;en_retard
139;2025-07-01;Mukendi14;Jean147;1108494.0;10.0%;5 mois;46187.0;1154681.0;232873.0;921808.0;2026-01-15;en_retard
149;2025-07-01;Mukendi14;Jean147;237893.0;10.0%;6 mois;11894.0;249787.0;88047.0;161740.0;2026-01-15;en_retard
237;2025-07-01;Mukendi14;Jean147;1807443.0;10.0%;12 mois;180744.0;1988187.0;347195.0;1640992.0;2026-01-15;en_retard
289;2025-07-01;Mukendi14;Jean147;1640676.0;10.0%;12 mois;164067.0;1804743.0;669883.0;1134860.0;2026-01-15;en_retard
313;2025-07-01;Mukendi14;Jean147;317164.0;10.0%;6 mois;15858.0;333022.0;106348.0;226674.0;2027-06-01;actif
330;2025-07-01;Mukendi14;Jean147;987762.0;10.0%;9 mois;74082.0;1061844.0;215651.0;846193.0;2027-06-01;actif
352;2025-07-01;Mukendi14;Jean147;819591.0;10.0%;4 mois;27319.0;846910.0;19852.0;827058.0;2027-06-01;actif
376;2025-07-01;Mukendi14;Jean147;1590066.0;10.0%;14 mois;185507.0;1775573.0;56964.0;1718609.0;2027-06-01;actif
412;2025-07-01;Mukendi14;Jean147;57767.0;10.0%;18 mois;8665.0;66432.0;31335.0;35097.0;2027-06-01;actif
439;2025-07-01;Mukendi14;Jean147;1194803.0;10.0%;7 mois;69696.0;1264499.0;337211.0;927288.0;2027-06-01;actif
241;2025-07-01;Mukendi14;Jean148;805370.0;10.0%;4 mois;26845.0;832215.0;48824.0;783391.0;2026-01-15;en_retard
327;2025-07-01;Mukendi14;Jean148;1944265.0;10.0%;3 mois;48606.0;1992871.0;793853.0;1199018.0;2027-06-01;actif
354;2025-07-01;Mukendi14;Jean148;1059847.0;10.0%;5 mois;44160.0;1104007.0;148989.0;955018.0;2027-06-01;actif
466;2025-07-01;Mukendi14;Jean148;733613.0;10.0%;16 mois;97815.0;831428.0;104202.0;727226.0;2027-06-01;actif
484;2025-07-01;Mukendi14;Jean148;516420.0;10.0%;7 mois;30124.0;546544.0;2662.0;543882.0;2027-06-01;actif
71;2025-07-01;Mukendi14;Jean149;300923.0;10.0%;15 mois;37615.0;338538.0;63724.0;274814.0;2026-01-15;en_retard
